reviewerName,reviewText,overall,verified,reviewTime
I. Fetterley,"I bought + resold a dedicated slide/negative digitizer as I found the software difficult to use.  This small-ish adapter allows me to use my Nikon camera and my standard process to edit the results.  It works as delivered for slides - some barrel distortion due to the included close-up lens, but easy to correct while doing fade/light/etc corrections.  When used with my standard 50mm prime lens (threads fit without adaptors), I found it best to use a small aperture in order for the focus to work on possibly-warped slides.  This meant that the shutter speed went from a few seconds in good inside lighting (needed more color correction) to 1/30 with outside daylight typically (more/less for darker/lighter slides).  Slow shutter speed was not a problem as nothing moves relatively during each shot unless you are careless!

I was able to dismantle the slide tray and, using a sharp knife, shave some plastic from one half (and chamfer some edges on the other half) to allow inserting a strip of negatives.  While fiddly, and not perfect, I did shoot 1000+ negatives this way and then did color inversion and correction in my editing software - dust/dirt is a problem (use cotton gloves) but that is no different for any other converter.  Plus, the mod does not affect its use with slides.

There are some weakness with the design (alignment always need correction - different for each slide as the tray's weight changes the angle - again correctable when editing).  The spring-loaded indent system does not stay adjusted for long.  The opening shape only fits 35mm slides - older 127 slide (or larger) only show a portion - the 127's can be fully used if you file a small U shape from top/bottom of the opening, but that does cause a bit more handling problems if you also do the negative ""mod"".

With my standard 50mm lens, I get about 75% of the frame used in each direction (about 50% of the total pixels).  So, a 12mb picture will be about 6mb.  If you use a macro and conversion rings, you can do better.  But, my old slides had enough grain/noise that 6mb seemed reasonable.

But, I have used it a lot and it still works the same.  It's price seems a little high for what it is, but it is 30% of the cheapest decent dedicated slide digitizer.  The tube assembly is all metal/glass, and the slide tray is plastic (8 screws holding 2 halves together). And it does not take up any more computer desk space or USB ports!",4,True,"12 11, 2012"
Bryan,great item and great customer service. Works on all my devices very well. I don't use it much but my wife loves it.,5,True,"04 12, 2013"
yuki,"While not the worst mouse I have ever owned, the T630 is very much on the top of my bad mice list.

So I was looking for a mouse to go with my new mac mini and new apple magic touch pad. The Apple magic touch pad is an awesome device for most tasks but one still need a true mouse for things like minecraft and lightroom. So I was looking at the Apple magic mouse, but in the end I chose the T630 since it was built better and felt a little more resistant to scratches. The build quality is not bad at all with the t630 and it does have some nice features, but overall it just sucks.

Let me start with the good. The materials are good and the assembly is solid and it does feel like it will last over the years of use (if you want to use it that is). Bluetooth connectivity is easy and it stays connected to my mac mini. I also had luck of it connecting to my nexus 7 and nook hd. The neat thing about pairing it to 2 devices is you can switch between the pairing profiles via a physical switch at the bottom. One switch position could be a tablet and the other a desktop. Just switch between the 2 and you do not have to re-pair with the 2 devices. It also does seems to be fairly responsive and it tracks on most surfaces well.

So on to the bad, oh so much to say about why it is so bad... I am going to start out first with the location of the micro usb charging port. Why at the bottom ? I have had other usb rechargeable mice from Logitech that had the charging port at a location that allows you to use it while it charges. Also it being at the bottom makes it collect lint from a mouse pad or such surface. As said the charging port location make it impossible to use while charging, yes they say 1 minute will give you 1 hour, and it does seem to give you a bit of time. But you know why at the bottom ? I would be less picky if the thing actually had over 8 hours of battery life! Yeah I get about 8 hours , some people say 10 or 12. Sometimes I forget to charge it so it would be nice to at least have the ability to charge and use it at the same time.

The gestures just plain suck if you use ones for over 1 finger. Multi-finger swipes do not register well and are way to inconsistent to be useful. I have already Returned this for another t630 thinking it might have a defect. Nope the gestures just do not register. And it is just not me, had 2 other people try it out. They constantly had the issues of the swipes not registering. The scroll wheel emulation and inertial scrolling are just bad, not healthy medium like the t400 for example or the official Apple magic touchpad. The ergonomics are the real kicked. Yes it looks nice and feels nice but it just hurts after an hour or more of use. The mouse is just too small for comfortable use.

So yeah look another place for a usable mouse !",2,False,"11 14, 2013"
Gerardo D,"I used this mount while snowboarding last weekend and it worked great. Seems very sturdy, i fell plenty of times and my gopro never felt loose. Great Buy!",5,True,"12 27, 2015"
D Bizzle,"Am loving this so far, the g-sync 75hz screen really sold me. My only complaint is the DVD drive, if including one, why not at least make it a blu-ray drive... Especially for the price I paid.",5,True,"04 9, 2016"
Victor Teran,ok,5,True,"06 11, 2014"
rick,"Its the real deal not a counterfeit Micro SDcard.
Good buy good price fast shipping.  Ordering another soon. Thanks",5,False,"10 25, 2014"
Kawaiilove,I like it very much. very light and fit.,5,True,"09 9, 2015"
Shawn,Great Product...,5,True,"08 8, 2014"
Keay Rhyasen,"I bought this card because the Gigabyte/AMD mobo, apu and memory bundle advertisement stated you could go crossfire mode with ANY (without an * ) AMD 6xxx series graphics card.  installing the HD6670 and not being able to get into crossfire, I found out the A4 apu can ONLY crossfire with the 6450 cards so I bought one to see what the difference would be.  after installing it and getting into crossfire I was severely disappointed in the performance of my machine.  the windows experience dropped from the 5.8 it had been using the HD 6670 as a stand alone card down to 3.8 with the 6450 crossfired with the mobo's integrated graphics.  needless to say, the 6450 went back into the packaging it came in and will be saved as a spare for someone else's computer.

for a cheap card and in my cheap gaming rig (only spent about $200USD), I am more than impressed.  I am able to play the online MMO's I could no longer play on my intel rig which i built in 2001 with the P4 3.06 HT cpu and it could no longer process todays instructions.

I would give this card a five star rating just because it pairs well with the Gigabyte MoBo and AMD apu combo BUT... to crossfire,  the ad said ANY 6 Series card and this wasn't true.  is not the card's fault but either Gigabyte, AMD or Amazon.  it worked out well for me (other than buying the 6450 card after the fact) because I might have sworn off Gigabyte and AMD forever had I tried the 6450 first.  maybe the advertisements need to be a little bit more clearer when issues like this are possible?",4,True,"03 13, 2013"
